,name,height,weight,position,games_played,games_started,min_per,field_goal,field_attmps,field_pct,two_pointer,two_pattamps,two_pct,three_ptrs,three_pattmp,three_pct,free_throws,free_attmps,free_pct,assists,steals,blocks,points,off_reb,def_reb,total_reb,turnovers,drafted,position_Center,position_Forward,position_Guard
11654,Jordan Hamilton,78,205,Forward,93,38,14.8,1.5,3.5,0.425,0.9,1.6,0.547,0.6,1.9,0.425,0.7,1.0,0.753,0.5,0.3,0.3,4.3,0.5,0.9,1.4,0.7,1,0,1,0
11655,Jordan Hamilton,79,220,Guard,70,36,26.2,5.2,12.2,0.43,3.1,6.6,0.475,2.1,5.6,0.43,1.9,2.7,0.71,1.8,0.8,0.5,14.5,1.5,4.2,5.7,1.8,1,0,0,1
11656,Justin Hamilton,84,260,Center,96,81,21.8,3.0,5.6,0.535,3.0,5.5,0.542,0.0,0.1,0.535,1.8,2.5,0.741,0.5,0.4,1.0,7.9,2.4,2.8,5.2,1.1,1,1,0,0
11704,A.J. Hammons,84,261,Center,132,95,24.3,4.6,8.6,0.539,4.6,8.4,0.544,0.0,0.2,0.539,2.7,4.0,0.69,0.8,0.4,2.6,12.1,2.4,4.7,7.0,2.1,1,1,0,0
11781,Ben Hansbrough,75,203,Guard,134,106,31.9,3.7,8.2,0.451,1.7,3.4,0.517,2.0,4.8,0.451,2.7,3.4,0.782,3.6,1.1,0.1,12.0,0.7,2.9,3.6,1.9,1,0,0,1
11783,Tyler Hansbrough,81,250,Forward,142,141,30.9,6.6,12.3,0.536,6.5,12.1,0.541,0.1,0.3,0.536,6.9,8.7,0.7909999999999999,1.1,1.3,0.5,20.2,3.4,5.2,8.6,2.1,1,0,1,0
11793,Travis Hansen,78,205,Guard,86,71,27.4,4.3,9.8,0.434,3.4,7.4,0.455,0.9,2.4,0.434,3.8,4.9,0.774,1.7,0.7,0.4,13.2,1.4,3.4,4.8,2.0,1,0,0,1
11810,Luke Harangody,80,246,Forward,129,108,29.2,7.3,15.3,0.476,6.9,14.3,0.486,0.3,1.0,0.476,4.4,5.6,0.782,1.6,0.8,0.7,19.2,3.0,6.5,9.5,1.8,1,0,1,0
11817,Tim Hardaway,78,205,Guard,107,107,33.3,4.9,11.6,0.425,3.0,6.1,0.5,1.9,5.5,0.425,2.6,3.6,0.7240000000000001,2.1,0.7,0.3,14.3,0.6,3.5,4.1,1.7,1,0,0,1
11821,James Harden,77,218,Guard,69,68,35.0,6.0,11.9,0.506,4.6,8.0,0.57,1.5,3.9,0.506,5.4,7.2,0.755,3.7,1.9,0.4,19.0,1.3,4.1,5.4,3.0,1,0,0,1
11875,Maurice Harkless,80,208,Guard,32,32,36.1,6.0,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.452,2.9,4.3,0.6759999999999999,1.5,1.6,1.4,15.5,2.8,5.9,8.6,2.5,1,0,0,1
11920,Justin Harper,82,225,Forward,137,96,22.9,3.9,8.1,0.483,2.6,4.7,0.557,1.3,3.4,0.483,1.5,2.1,0.711,0.7,0.6,0.8,10.6,1.4,3.3,4.8,1.3,1,0,1,0
11942,Montrezl Harrell,80,235,Forward,112,75,26.4,4.8,8.1,0.586,4.7,7.8,0.6,0.1,0.4,0.586,1.9,3.6,0.5329999999999999,0.9,0.8,1.1,11.6,2.6,4.3,6.9,1.3,1,0,1,0
11946,Josh Harrellson,82,275,Forward,94,40,15.8,2.0,3.6,0.5489999999999999,1.9,3.3,0.5710000000000001,0.1,0.3,0.5489999999999999,0.6,1.0,0.649,0.4,0.5,0.9,4.7,1.9,2.8,4.7,0.6,1,0,1,0
11997,Devin Harris,75,185,Guard,96,96,35.0,4.6,10.2,0.447,2.6,5.0,0.522,1.9,5.2,0.447,3.8,4.8,0.778,3.1,1.7,0.4,14.8,0.7,3.4,4.1,1.8,1,0,0,1
11998,Devin Harris,76,200,Guard,97,49,24.9,2.9,6.5,0.455,2.7,5.7,0.478,0.2,0.8,0.455,2.3,3.3,0.705,2.6,1.1,0.2,8.4,1.2,4.2,5.4,2.0,1,0,0,1
12005,Elias Harris,79,240,Forward,135,133,28.0,4.9,9.5,0.517,4.4,7.9,0.55,0.6,1.6,0.517,3.3,4.6,0.723,1.3,0.9,0.5,13.8,2.0,5.3,7.3,1.8,1,0,1,0
12014,Gary Harris,76,210,Guard,69,67,31.0,5.0,11.4,0.44,2.9,5.7,0.503,2.1,5.6,0.44,2.7,3.5,0.7879999999999999,2.0,1.6,0.3,14.9,1.0,2.3,3.3,1.6,1,0,0,1
12043,Joe Harris,78,198,Forward,15,1,10.1,1.3,2.8,0.452,0.7,1.2,0.556,0.6,1.6,0.452,0.0,0.3,0.0,0.3,0.2,0.0,3.1,0.6,1.0,1.6,0.4,1,0,1,0
12074,Manny Harris,77,185,Guard,98,97,34.0,5.3,13.1,0.406,3.9,8.5,0.453,1.4,4.6,0.406,4.9,6.0,0.8270000000000001,3.7,1.5,0.4,17.0,1.6,4.1,5.7,3.2,1,0,0,1
12082,Mike Harris,78,240,Forward,121,85,28.7,6.5,10.7,0.602,6.2,10.0,0.62,0.3,0.8,0.602,3.4,4.6,0.731,1.0,1.1,1.0,16.6,3.1,6.1,9.2,1.8,1,0,1,0
12083,Mike Harris,75,195,Guard,27,20,29.3,3.1,8.4,0.364,1.9,4.7,0.398,1.2,3.7,0.364,1.3,2.0,0.655,1.9,0.9,0.1,8.7,0.6,1.7,2.3,2.8,1,0,0,1
12084,Mike Harris,76,165,Guard,5,0,1.4,0.6,1.0,0.6,0.4,0.6,0.667,0.2,0.4,0.6,0.6,0.6,1.0,0.0,0.0,0.0,2.0,0.2,0.0,0.2,0.0,1,0,0,1
12117,Terrel Harris,77,205,Guard,134,89,26.4,3.3,7.5,0.44,2.1,4.3,0.494,1.1,3.1,0.44,2.1,2.6,0.815,1.5,1.3,0.2,9.8,1.1,2.8,3.8,2.1,1,0,0,1
12123,Tobias Harris,80,226,Forward,34,33,29.2,5.4,11.8,0.46,4.8,9.6,0.4970000000000001,0.7,2.2,0.46,3.8,5.0,0.753,1.3,0.7,0.9,15.3,2.0,5.3,7.3,1.8,1,0,1,0
12142,Aaron Harrison,78,212,Guard,79,78,29.2,4.1,9.9,0.41,2.5,5.3,0.474,1.5,4.6,0.41,2.8,3.5,0.787,1.6,1.1,0.2,12.4,0.5,2.3,2.8,1.3,1,0,0,1
12143,Andrew Harrison,78,210,Guard,79,78,28.6,2.8,7.6,0.3720000000000001,1.9,5.2,0.374,0.9,2.4,0.3720000000000001,3.6,4.6,0.777,3.8,0.8,0.2,10.1,0.6,2.1,2.7,2.2,1,0,0,1
12152,David Harrison,84,280,Center,88,82,28.2,5.6,9.2,0.601,5.6,9.2,0.602,0.0,0.0,0.601,3.9,7.0,0.5529999999999999,0.6,0.6,2.6,15.0,3.4,4.6,8.0,2.4,1,1,0,0
12188,Josh Hart,77,205,Guard,146,77,28.0,4.6,9.1,0.511,3.2,5.4,0.5920000000000001,1.4,3.6,0.511,2.5,3.4,0.72,1.8,1.1,0.3,13.2,1.7,3.8,5.6,1.3,1,0,0,1
12301,Spencer Hawes,84,245,Center,31,24,28.9,6.2,11.7,0.532,6.2,11.6,0.5329999999999999,0.0,0.1,0.532,2.4,3.2,0.755,1.9,0.5,1.7,14.9,2.0,4.4,6.4,2.5,1,1,0,0
12364,Chuck Hayes,78,240,Forward,134,111,26.2,3.4,6.7,0.503,3.2,6.1,0.527,0.1,0.6,0.503,2.1,2.9,0.733,2.2,1.3,1.0,9.0,2.6,4.4,6.9,1.6,1,0,1,0
12421,Gordon Hayward,80,207,Forward,69,69,33.1,4.3,9.2,0.47,2.6,4.6,0.569,1.7,4.6,0.47,4.1,4.9,0.8240000000000001,1.8,1.3,0.9,14.4,1.7,5.7,7.4,2.0,1,0,1,0
12423,Lazar Hayward,78,225,Forward,138,118,26.4,4.8,10.7,0.452,3.6,7.3,0.4970000000000001,1.2,3.4,0.452,2.6,3.3,0.789,0.9,1.1,0.3,13.5,2.2,4.4,6.6,1.7,1,0,1,0
12454,Luther Head,75,185,Guard,128,84,25.4,3.5,7.5,0.473,1.9,3.2,0.594,1.6,4.3,0.473,1.4,1.9,0.752,2.5,1.2,0.2,10.1,0.7,2.5,3.1,1.5,1,0,0,1
12561,Gerald Henderson,77,215,Guard,103,79,25.3,4.4,9.7,0.458,3.8,7.6,0.493,0.7,2.0,0.458,2.7,3.9,0.706,1.8,1.0,0.7,12.3,1.2,3.0,4.2,1.9,1,0,0,1
12674,Xavier Henry,78,220,Guard,36,36,27.5,4.5,9.8,0.458,2.6,5.3,0.4920000000000001,1.9,4.6,0.458,2.5,3.2,0.7829999999999999,1.5,1.5,0.5,13.4,1.2,3.2,4.4,1.9,1,0,0,1
12689,John Henson,83,220,Forward,109,82,23.8,4.4,8.8,0.4970000000000001,4.3,8.5,0.505,0.0,0.2,0.4970000000000001,1.6,3.2,0.484,1.0,0.6,2.5,10.3,2.5,5.7,8.1,1.5,1,0,1,0
12783,Roy Hibbert,86,278,Center,136,121,23.3,4.2,7.0,0.603,4.2,7.0,0.602,0.0,0.0,0.603,2.4,3.5,0.68,1.3,0.4,1.9,10.9,2.3,3.7,5.9,1.5,1,1,0,0
12828,J.J. Hickson,81,242,Forward,31,26,28.7,5.3,8.9,0.591,5.3,8.9,0.593,0.0,0.0,0.591,4.3,6.3,0.677,1.0,0.7,1.5,14.8,2.6,5.9,8.5,2.7,1,0,1,0
12832,Buddy Hield,76,209,Guard,132,118,31.7,5.9,13.2,0.448,3.3,6.5,0.508,2.6,6.8,0.448,2.8,3.4,0.836,1.9,1.3,0.3,17.4,1.6,3.4,5.0,2.2,1,0,0,1
12838,Cory Higgins,77,180,Guard,132,131,33.9,4.9,10.6,0.467,4.0,7.9,0.509,0.9,2.7,0.467,4.3,5.2,0.825,2.4,1.5,0.4,15.2,0.7,3.4,4.1,2.3,1,0,0,1
12887,George Hill,74,180,Guard,95,87,33.3,5.6,10.7,0.529,4.7,8.3,0.565,0.9,2.3,0.529,4.8,6.1,0.785,3.3,1.6,0.3,17.0,1.9,3.8,5.8,2.5,1,0,0,1
12907,Jordan Hill,75,170,Guard,109,34,18.0,1.9,4.8,0.386,0.9,2.1,0.44,0.9,2.7,0.386,0.8,1.1,0.748,1.4,0.5,0.1,5.5,0.4,1.5,1.9,1.2,1,0,0,1
12908,Jordan Hill,82,235,Forward,97,79,27.0,5.1,8.8,0.578,5.1,8.8,0.578,0.0,0.0,0.578,2.3,3.6,0.636,0.8,0.5,1.4,12.5,2.8,5.1,7.9,2.0,1,0,1,0
12938,Solomon Hill,79,220,Forward,139,129,29.0,3.5,7.3,0.481,2.7,5.1,0.528,0.8,2.2,0.481,2.5,3.3,0.745,2.2,0.9,0.4,10.3,1.8,3.8,5.6,2.1,1,0,1,0
12939,Steven Hill,84,248,Center,132,106,19.5,1.7,2.9,0.589,1.7,2.9,0.591,0.0,0.0,0.589,0.6,1.2,0.519,0.3,0.7,2.4,4.0,1.2,2.1,3.3,1.0,1,1,0,0
12954,Darrun Hilliard,78,215,Guard,132,112,26.8,3.7,8.5,0.436,2.1,4.2,0.507,1.6,4.3,0.436,2.4,3.2,0.748,1.9,1.3,0.4,11.4,0.5,2.5,3.0,1.6,1,0,0,1
13037,Darington Hobson,79,205,Forward,35,35,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.44,3.7,5.7,0.653,4.6,1.3,0.4,15.9,2.1,7.1,9.3,3.0,1,0,1,0
13041,Julius Hodge,79,210,Guard,129,125,33.0,5.2,10.9,0.473,4.3,8.2,0.52,0.9,2.7,0.473,4.6,6.1,0.76,3.5,1.2,0.6,15.8,2.0,4.0,6.0,2.6,1,0,0,1
13125,Jrue Holiday,75,180,Guard,35,35,27.1,3.2,7.1,0.45,2.4,4.6,0.528,0.8,2.5,0.45,1.3,1.8,0.726,3.7,1.6,0.5,8.5,1.3,2.5,3.8,2.1,1,0,0,1
13126,Justin Holiday,78,180,Forward,123,56,19.6,2.0,4.6,0.443,1.6,3.3,0.485,0.5,1.4,0.443,0.7,1.0,0.736,1.5,0.8,0.5,5.3,1.3,2.3,3.6,1.0,1,0,1,0
13138,John Holland,77,205,Forward,129,108,32.5,5.6,12.9,0.434,3.6,7.4,0.493,2.0,5.6,0.434,4.0,4.9,0.807,1.2,1.6,0.3,17.1,1.7,3.9,5.6,1.9,1,0,1,0
13176,Ryan Hollins,84,230,Center,113,61,20.2,2.0,3.5,0.575,2.0,3.5,0.574,0.0,0.0,0.575,1.7,2.9,0.591,0.4,0.2,0.9,5.7,1.6,2.5,4.0,1.4,1,1,0,0
13185,Rondae Hollis-Jefferson,79,215,Forward,76,31,27.0,3.4,6.9,0.496,3.3,6.4,0.52,0.1,0.5,0.496,3.3,4.7,0.6970000000000001,1.5,0.9,0.9,10.2,2.1,4.1,6.3,1.4,1,0,1,0
13249,Richaun Holmes,80,245,Forward,95,63,26.5,4.2,7.7,0.5539999999999999,3.9,6.8,0.58,0.3,0.9,0.5539999999999999,2.7,3.8,0.6970000000000001,0.7,0.8,2.6,11.5,2.6,4.2,6.9,1.5,1,0,1,0
13289,Tyler Honeycutt,81,180,Forward,59,51,31.7,3.6,8.4,0.431,2.5,5.3,0.473,1.1,3.1,0.431,2.0,2.9,0.684,2.8,1.2,1.7,10.3,1.7,5.2,6.9,2.8,1,0,1,0
13307,Rodney Hood,80,215,Forward,67,62,32.8,4.7,10.4,0.455,3.0,6.0,0.499,1.8,4.4,0.455,2.0,2.6,0.773,2.1,0.6,0.3,13.3,0.9,3.4,4.3,1.3,1,0,1,0
13357,Scotty Hopson,79,200,Guard,103,98,26.8,4.6,10.4,0.444,3.1,6.3,0.502,1.5,4.1,0.444,2.0,3.0,0.6709999999999999,1.3,0.8,0.2,12.7,0.8,2.3,3.1,2.1,1,0,0,1
13388,Dennis Horner,81,226,Forward,128,46,20.3,2.3,4.9,0.468,1.6,3.1,0.535,0.7,1.9,0.468,1.5,2.0,0.7809999999999999,0.9,0.5,0.5,6.8,0.9,2.0,2.9,0.9,1,0,1,0
13434,Danuel House,79,195,Guard,119,102,30.1,4.6,11.1,0.416,2.9,6.0,0.481,1.7,5.0,0.416,3.3,4.7,0.6990000000000001,2.0,0.7,0.4,14.1,1.3,3.4,4.7,1.9,1,0,0,1
13569,Lester Hudson,75,190,Guard,65,64,36.5,9.3,20.4,0.456,5.8,10.8,0.53,3.5,9.5,0.456,4.4,5.2,0.858,4.4,2.6,0.6,26.6,2.2,5.7,7.9,3.6,1,0,0,1
13584,Josh Huestis,79,230,Forward,135,75,25.0,2.9,6.4,0.451,2.4,4.9,0.4920000000000001,0.5,1.5,0.451,1.3,2.1,0.61,0.8,0.5,1.4,7.5,2.2,4.0,6.2,0.9,1,0,1,0
13653,Robbie Hummel,80,215,Forward,127,120,30.2,4.6,10.4,0.443,2.9,6.0,0.483,1.7,4.4,0.443,3.1,3.7,0.841,2.1,1.0,0.9,14.0,1.9,4.9,6.8,1.1,1,0,1,0
13672,Kris Humphries,81,235,Forward,29,28,34.1,7.6,17.2,0.444,7.0,15.4,0.455,0.6,1.7,0.444,5.9,7.9,0.742,0.7,0.9,1.1,21.7,3.1,7.0,10.1,2.8,1,0,1,0
13711,Chris Hunter,83,225,Forward,105,27,18.4,2.4,5.1,0.464,2.0,4.1,0.501,0.3,1.0,0.464,1.9,2.5,0.7490000000000001,0.5,0.5,0.9,7.0,1.3,2.3,3.5,1.5,1,0,1,0
13733,Othello Hunter,80,225,Forward,76,45,22.2,3.3,5.6,0.583,3.2,5.4,0.591,0.1,0.2,0.583,1.2,2.0,0.603,0.6,0.5,1.3,7.8,2.3,3.1,5.5,1.0,1,0,1,0
13734,R.J. Hunter,78,190,Guard,99,98,34.7,5.6,13.3,0.423,3.1,6.1,0.505,2.6,7.2,0.423,4.5,5.3,0.853,2.4,1.9,0.9,18.4,0.7,4.1,4.8,1.7,1,0,0,1
13739,Vince Hunter,80,205,Forward,67,58,27.1,4.9,9.1,0.54,4.9,8.9,0.544,0.1,0.2,0.54,3.7,6.1,0.604,1.5,1.0,0.9,13.6,2.5,5.4,7.9,2.4,1,0,1,0
13837,Andre Iguodala,78,207,Forward,62,34,25.4,3.3,7.8,0.424,2.8,5.9,0.473,0.5,1.9,0.424,2.5,3.3,0.738,3.4,1.5,0.5,9.6,2.2,4.4,6.6,2.1,1,0,1,0
13881,Brandon Ingram,81,190,Guard,36,34,34.6,5.9,13.4,0.442,3.7,8.0,0.464,2.2,5.4,0.442,3.2,4.7,0.682,2.0,1.1,1.4,17.3,1.9,4.9,6.8,2.0,1,0,0,1
13923,Kyrie Irving,74,180,Guard,11,8,27.5,5.0,9.5,0.529,3.4,5.9,0.569,1.6,3.5,0.529,5.8,6.5,0.901,4.3,1.5,0.5,17.5,0.5,2.8,3.4,2.5,1,0,0,1
13928,Jonathan Isaac,82,210,Forward,32,32,26.2,4.1,8.0,0.508,3.1,5.2,0.593,1.0,2.8,0.508,2.9,3.7,0.78,1.2,1.2,1.5,12.0,1.8,6.1,7.8,1.5,1,0,1,0
13966,Royal Ivey,75,200,Guard,133,126,24.7,2.8,6.1,0.455,2.4,4.9,0.483,0.4,1.2,0.455,1.9,2.6,0.7090000000000001,2.3,0.9,0.2,7.8,1.1,1.9,3.1,1.5,1,0,0,1
13977,Wesley Iwundu,79,205,Forward,132,123,28.2,3.2,6.9,0.463,2.8,5.8,0.488,0.4,1.1,0.463,2.6,3.8,0.688,2.8,0.9,0.4,9.5,1.2,3.5,4.7,2.1,1,0,1,0
13994,Jarrett Jack,75,202,Guard,101,100,32.3,4.0,8.4,0.478,3.1,5.9,0.53,0.9,2.6,0.478,3.6,4.5,0.7959999999999999,5.4,1.8,0.1,12.5,0.4,4.0,4.5,3.3,1,0,0,1
14029,Cedric Jackson,74,190,Guard,125,106,28.8,2.9,7.5,0.391,2.2,5.1,0.4320000000000001,0.7,2.4,0.391,2.2,3.5,0.636,3.7,2.3,0.2,8.8,1.1,3.4,4.5,2.7,1,0,0,1
14030,Cedric Jackson,80,245,Forward,59,59,27.2,4.4,10.2,0.431,3.0,6.2,0.488,1.4,4.0,0.431,2.0,2.4,0.845,1.1,0.5,0.4,12.2,2.1,3.4,5.5,1.9,1,0,1,0
14031,Cedric Jackson,75,180,Guard,28,1,8.3,0.5,2.3,0.231,0.3,0.6,0.444,0.3,1.7,0.231,0.1,0.3,0.5,0.5,0.3,0.0,1.5,0.4,0.3,0.7,0.1,1,0,0,1
14055,Darnell Jackson,81,253,Forward,125,39,16.6,2.5,4.3,0.58,2.5,4.2,0.583,0.0,0.0,0.58,1.8,2.6,0.685,0.5,0.5,0.4,6.8,1.7,3.2,4.9,1.0,1,0,1,0
14056,Darnell Jackson,75,215,Guard,26,4,12.5,0.9,2.5,0.375,0.7,1.7,0.4,0.2,0.7,0.375,0.4,0.8,0.524,0.5,0.5,0.1,2.5,1.0,1.5,2.5,0.7,1,0,0,1
14065,Demetrius Jackson,70,170,Guard,57,50,29.1,4.2,10.4,0.402,2.5,5.6,0.447,1.7,4.8,0.402,3.3,4.0,0.8370000000000001,3.3,1.1,0.1,13.4,0.4,2.4,2.8,3.4,1,0,0,1
14066,Demetrius Jackson,73,198,Guard,103,88,31.5,4.0,8.6,0.467,2.7,5.2,0.523,1.3,3.4,0.467,2.3,3.0,0.782,3.3,1.1,0.2,11.7,0.9,2.3,3.1,1.7,1,0,0,1
14125,Josh Jackson,80,265,Center,114,41,18.9,3.6,7.0,0.517,3.6,7.0,0.518,0.0,0.0,0.517,1.4,2.3,0.615,0.6,0.4,0.4,8.7,1.9,2.8,4.6,1.8,1,1,0,0
14126,Josh Jackson,80,207,Guard,35,35,30.8,6.3,12.3,0.513,5.3,9.7,0.5489999999999999,1.0,2.6,0.513,2.8,4.9,0.5660000000000001,3.0,1.7,1.1,16.3,2.3,5.1,7.4,2.8,1,0,0,1
14127,Justin Jackson,71,173,Guard,6,3,1.3,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,1,0,0,1
14128,Justin Jackson,70,175,Guard,16,0,4.4,0.3,0.9,0.35700000000000004,0.3,0.6,0.5,0.0,0.3,0.35700000000000004,0.1,0.1,0.5,0.4,0.2,0.0,0.7,0.2,0.2,0.4,0.3,1,0,0,1
14129,Justin Jackson,80,230,Forward,136,75,20.1,2.4,4.7,0.509,2.4,4.5,0.523,0.0,0.2,0.509,0.9,2.0,0.464,1.2,1.1,1.6,5.7,1.9,2.8,4.7,1.6,1,0,1,0
14130,Justin Jackson,80,193,Forward,118,114,29.1,5.3,11.5,0.46,3.8,7.2,0.531,1.4,4.2,0.46,2.0,2.8,0.7120000000000001,2.6,0.6,0.4,14.0,1.5,2.5,4.1,1.4,1,0,1,0
14131,Justin Jackson,79,225,Forward,44,40,28.2,3.5,8.4,0.418,2.2,5.1,0.439,1.3,3.3,0.418,2.1,2.8,0.728,1.2,0.9,0.8,10.3,1.9,4.6,6.5,2.0,1,0,1,0
14154,Luke Jackson,79,215,Guard,126,102,29.1,5.1,11.1,0.461,3.7,7.7,0.488,1.4,3.4,0.461,4.0,4.7,0.8490000000000001,3.4,1.3,0.3,15.6,1.7,4.2,5.9,2.3,1,0,0,1
14157,Marc Jackson,73,175,Guard,85,34,29.0,2.0,4.4,0.459,1.0,2.0,0.485,1.1,2.4,0.459,2.7,3.2,0.8440000000000001,2.6,0.7,0.1,7.9,0.2,2.1,2.3,1.9,1,0,0,1
14182,Pierre Jackson,70,180,Guard,74,55,32.8,5.3,11.9,0.441,3.1,6.4,0.496,2.1,5.6,0.441,4.0,5.0,0.8079999999999999,6.5,1.6,0.0,16.7,0.8,2.5,3.3,3.5,1,0,0,1
14187,Reggie Jackson,75,208,Guard,99,52,28.0,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.465,2.3,3.0,0.753,3.5,0.8,0.5,12.7,1.4,3.0,4.4,2.1,1,0,0,1
14188,Reggie Jackson,71,170,Guard,58,37,23.2,2.9,6.8,0.423,1.9,4.2,0.449,1.0,2.6,0.423,1.9,2.3,0.809,3.4,1.2,0.0,8.6,0.4,1.2,1.6,2.3,1,0,0,1
14189,Reggie Jackson,75,235,Guard,24,1,11.8,1.8,3.0,0.589,1.8,3.0,0.589,0.0,0.0,0.589,1.2,2.0,0.604,0.3,0.3,0.3,4.8,1.2,1.5,2.8,0.9,1,0,0,1
14302,Damion James,79,225,Forward,142,140,29.3,5.0,10.4,0.479,4.2,8.4,0.506,0.7,2.0,0.479,2.8,4.4,0.64,1.1,1.0,1.1,13.5,2.9,6.3,9.3,1.8,1,0,1,0
14333,Mike James,73,185,Guard,56,29,25.7,5.6,12.7,0.441,4.3,8.8,0.487,1.3,3.9,0.441,2.6,3.3,0.8029999999999999,1.9,1.4,0.1,15.1,0.8,2.0,2.8,1.9,1,0,0,1
14417,Othyus Jeffers,77,210,Forward,63,62,32.6,5.1,10.6,0.477,5.0,10.4,0.482,0.0,0.2,0.477,3.4,5.6,0.607,2.8,1.3,0.4,13.5,3.4,4.7,8.1,2.8,1,0,1,0
14420,Cory Jefferson,81,220,Forward,130,76,19.9,3.3,6.1,0.5429999999999999,3.2,5.7,0.556,0.1,0.4,0.5429999999999999,2.2,3.3,0.66,0.4,0.3,1.3,8.9,1.9,3.7,5.6,0.8,1,0,1,0
14425,Dontell Jefferson,77,195,Guard,62,28,19.8,1.2,3.0,0.389,0.9,1.9,0.45,0.3,1.0,0.389,1.0,1.5,0.67,3.3,1.1,0.3,3.6,0.5,2.1,2.6,2.0,1,0,0,1
14451,Jared Jeffries,83,230,Forward,70,70,32.6,5.0,11.2,0.45,4.5,9.5,0.472,0.6,1.7,0.45,3.8,5.8,0.643,2.2,1.2,1.3,14.4,2.4,4.8,7.2,2.9,1,0,1,0
14476,Charles Jenkins,75,220,Guard,128,128,35.9,6.6,14.5,0.456,5.2,10.8,0.482,1.4,3.7,0.456,5.0,6.2,0.8109999999999999,3.8,1.7,0.6,19.6,1.0,3.3,4.3,3.0,1,0,0,1
14498,John Jenkins,76,215,Guard,98,74,30.6,5.3,11.2,0.468,2.1,4.1,0.521,3.1,7.1,0.468,3.3,3.8,0.856,1.1,0.7,0.3,16.9,0.4,2.3,2.7,1.3,1,0,0,1
14520,Brandon Jennings,78,228,Forward,52,8,15.0,1.3,2.8,0.448,1.0,2.0,0.491,0.3,0.8,0.448,0.5,0.7,0.7709999999999999,0.6,0.5,0.0,3.3,0.9,1.7,2.6,0.6,1,0,1,0
14546,Grant Jerrett,82,235,Forward,34,2,17.8,1.9,4.5,0.409,0.9,2.2,0.413,0.9,2.3,0.409,0.5,0.6,0.818,0.5,0.5,1.0,5.2,1.1,2.5,3.6,0.6,1,0,1,0
14609,Alexander Johnson,81,240,Center,92,73,21.0,3.3,6.4,0.52,3.2,6.0,0.535,0.1,0.4,0.52,3.0,4.5,0.667,0.7,0.9,0.7,9.8,1.7,3.5,5.2,2.6,1,1,0,0
14611,Amir Johnson,69,193,Guard,120,117,34.5,3.4,8.8,0.389,2.2,5.1,0.426,1.3,3.7,0.389,2.2,3.2,0.6679999999999999,5.0,1.6,0.1,10.2,0.4,3.5,4.0,3.3,1,0,0,1
14625,Armon Johnson,75,195,Guard,101,99,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.467,2.8,3.7,0.75,4.4,0.8,0.2,14.3,0.8,2.9,3.7,2.7,1,0,0,1
14647,Brice Johnson,81,228,Forward,148,80,21.0,5.0,8.6,0.5770000000000001,5.0,8.6,0.5770000000000001,0.0,0.0,0.5770000000000001,2.0,2.8,0.715,0.9,0.8,1.1,11.9,2.1,4.9,7.0,1.3,1,0,1,0
14659,Carldell Johnson,70,180,Guard,96,85,28.7,2.0,4.8,0.405,1.0,2.5,0.409,0.9,2.4,0.405,0.8,1.1,0.716,5.0,2.3,0.0,5.7,0.6,1.7,2.3,1.6,1,0,0,1
14668,Chris Johnson,83,210,Center,88,59,20.4,2.9,5.8,0.488,2.6,5.1,0.518,0.2,0.8,0.488,1.3,1.6,0.775,0.8,0.4,2.0,7.2,1.6,3.5,5.2,1.5,1,1,0,0
14669,Chris Johnson,72,170,Guard,50,11,15.7,2.6,6.4,0.403,1.6,3.3,0.5,0.9,3.1,0.403,0.8,1.0,0.769,0.7,0.4,0.1,6.9,0.5,1.0,1.5,0.9,1,0,0,1
14670,Chris Johnson,72,165,Guard,68,52,25.9,1.9,4.5,0.428,1.5,3.4,0.4320000000000001,0.5,1.1,0.428,1.4,2.1,0.6809999999999999,3.9,1.4,0.1,5.7,0.3,1.8,2.1,2.4,1,0,0,1
14673,Chris Johnson,78,215,Forward,138,93,24.9,3.4,7.9,0.4270000000000001,1.7,3.3,0.505,1.7,4.6,0.4270000000000001,2.1,2.6,0.826,1.1,0.8,0.4,10.6,2.3,3.9,6.1,1.1,1,0,1,0
14692,Dakari Johnson,84,255,Center,78,18,15.2,2.1,3.8,0.537,2.1,3.8,0.537,0.0,0.0,0.537,1.6,2.9,0.5589999999999999,0.5,0.3,0.8,5.8,1.9,2.4,4.3,0.9,1,1,0,0
14758,Ivan Johnson,80,255,Forward,28,6,16.1,2.9,5.9,0.5,2.9,5.7,0.513,0.0,0.1,0.5,1.6,2.5,0.634,0.4,0.9,0.3,7.5,1.0,2.2,3.2,1.7,1,0,1,0
14759,Ivan Johnson,76,200,Guard,25,1,12.0,0.8,3.8,0.208,0.6,2.4,0.246,0.2,1.4,0.208,1.2,1.8,0.652,0.7,0.8,0.2,3.0,0.3,1.2,1.5,0.9,1,0,0,1
